streetNumber,streetName,streetType,suburb,postcode,state,geoLocation,Lat,,Lng,propertyType,bedrooms,bathrooms,carspaces,result,agent,id,agencyId,agencyName,agencyProfilePageUrl,propertyDetailsUrl,price,unitNumber,second_ID,canonicalUrl,areaSize,photos,LGA,lga_desc,lga_ID,"Post
Code",Municipality,MunicipalityCode,RegionName,"Region
Code","Property
Count"
96,Capital,Av,Glen Waverley,3150,Vic,{'latitude':,-37.8722699,'longitude':,145.1824092,House,4,2,2,AUSD,BP Monash,2017636336,18349,Barry Plant Monash,https://www.domain.com.au/real-estate-agencies/barryplantmonash-18349,https://www.domain.com.au/96-capital-avenue-glen-waverley-vic-3150-2017636336,1540000,,WD-3618-RF,https://www.domain.com.au/property-profile/96-capital-avenue-glen-waverley-vic-3150,665,https://bucket-api.domain.com.au/v1/bucket/image/2017636336_1_1_220303_014023-w1600-h1067,Monash (C),Monash (C),24,3672,Benalla Rural City Council,57901,Northern Victoria,4,5465
9,Copnal,Ct,Glen Waverley,3150,Vic,{'latitude':,-37.8842342,'longitude':,145.1805761,House,4,2,2,AUSD,BP Monash,2017652687,18349,Barry Plant Monash,https://www.domain.com.au/real-estate-agencies/barryplantmonash-18349,https://www.domain.com.au/9-copnal-court-glen-waverley-vic-3150-2017652687,1620000,,YW-7945-OG,https://www.domain.com.au/property-profile/9-copnal-court-glen-waverley-vic-3150,792,https://bucket-api.domain.com.au/v1/bucket/image/2017652687_1_1_220310_121835-w1600-h1067,Monash (C),Monash (C),24,3900,East Gippsland Shire Council,53601,Eastern Victoria,2,128
36,Monterey,Av,Glen Waverley,3150,Vic,{'latitude':,-37.891263,'longitude':,145.160168,Unit,3,2,2,AUSD,BP Monash,2017652631,18349,Barry Plant Monash,https://www.domain.com.au/real-estate-agencies/barryplantmonash-18349,https://www.domain.com.au/3-36-monterey-avenue-glen-waverley-vic-3150-2017652631,936000,3,BU-0782-ZV,https://www.domain.com.au/property-profile/36-monterey-avenue-glen-waverley-vic-3150,254,0,Monash (C),Monash (C),24,3319,West Wimmera Shire Council,57501,Western Victoria,8,29
18,Tulloch,Gr,Glen Waverley,3150,Vic,{'latitude':,-37.8987462,'longitude':,145.1507353,Townhouse,3,2,2,AUSD,RW Oakleigh,2017644427,12122,Ray White Oakleigh,https://www.domain.com.au/real-estate-agencies/raywhiteoakleigh-12122,https://www.domain.com.au/1-18-tulloch-grove-glen-waverley-vic-3150-2017644427,806000,1,GO-9445-MM,https://www.domain.com.au/property-profile/18-tulloch-grove-glen-waverley-vic-3150,2320,0,Monash (C),Monash (C),24,3097,Nillumbik Shire Council,55805,Northern Victoria,4,115
18,Wilson,Rd,Glen Waverley,3150,Vic,{'latitude':,-37.88578,'longitude':,145.168268,House,3,1,1,AUSP,Biggin & Scott Glen Waverley,2017638792,24636,Biggin & Scott Glen Waverley,https://www.domain.com.au/real-estate-agencies/bigginscottglenwaverley-24636,https://www.domain.com.au/18-wilson-road-glen-waverley-vic-3150-2017638792,1760000,,RV-1618-JH,https://www.domain.com.au/property-profile/18-wilson-road-glen-waverley-vic-3150,698,https://bucket-api.domain.com.au/v1/bucket/image/2017638792_1_1_220303_105432-w2000-h1124,Monash (C),Monash (C),24,3550,Greater Bendigo City Council,50201,Northern Victoria,4,365
5,Bourchier,St,Glenroy,3046,Vic,{'latitude':,-37.7014964,'longitude':,144.9404968,House,4,2,4,AUSD,Eview Group - C+M Residential,2017646223,28112,Eview Group - C+M Residential,https://www.domain.com.au/real-estate-agencies/eviewgroupcmresidential-28112,https://www.domain.com.au/5-bourchier-street-glenroy-vic-3046-2017646223,1100000,,FU-8156-JX,https://www.domain.com.au/property-profile/5-bourchier-street-glenroy-vic-3046,761,https://bucket-api.domain.com.au/v1/bucket/image/2017646223_1_1_220411_024123-w4500-h3000,Moreland (C),Moreland (C),11,3550,Greater Bendigo City Council,50203,Northern Victoria,4,78
13,Harold,St,Glenroy,3046,Vic,{'latitude':,-37.707195,'longitude':,144.926961,Townhouse,2,2,1,AUSD,The Hopkins Group,2017653474,17841,The Hopkins Group,https://www.domain.com.au/real-estate-agencies/thehopkinsgroup,https://www.domain.com.au/2-13-harold-street-glenroy-vic-3046-2017653474,658000,2,SE-4911-DS,https://www.domain.com.au/property-profile/13-harold-street-glenroy-vic-3046,228,0,Moreland (C),Moreland (C),11,3550,Greater Bendigo City Council,50203,Northern Victoria,4,3114
12,Illawarra,St,Glenroy,3046,Vic,{'latitude':,-37.7097889,'longitude':,144.9176253,Unit,2,1,1,AUSP,Brad Teal Woodards Pascoe Vale,2017654755,4898,Brad Teal Woodards Pascoe Vale,https://www.domain.com.au/real-estate-agencies/bradtealwoodardspascoevale-4898,https://www.domain.com.au/1-12-illawarra-street-glenroy-vic-3046-2017654755,525000,1,LI-7449-PU,https://www.domain.com.au/property-profile/12-illawarra-street-glenroy-vic-3046,145,0,Moreland (C),Moreland (C),11,3888,East Gippsland Shire Council,53601,Eastern Victoria,2,80
9,Prospect,St,Glenroy,3046,Vic,{'latitude':,-37.7089267,'longitude':,144.9152283,Unit,3,2,2,AUSD,RW Preston,2017646903,28013,Ray White Preston,https://www.domain.com.au/real-estate-agencies/raywhitepreston-28013,https://www.domain.com.au/4-9-prospect-street-glenroy-vic-3046-2017646903,750000,4,JD-8132-OT,https://www.domain.com.au/property-profile/9-prospect-street-glenroy-vic-3046,919,https://bucket-api.domain.com.au/v1/bucket/image/2014412110_1_1_180530_040533-w3000-h2250,Moreland (C),Moreland (C),11,3875,East Gippsland Shire Council,53601,Eastern Victoria,2,38
1A,Valencia,St,Glenroy,3046,Vic,{'latitude':,-37.7067971,'longitude':,144.9357403,Townhouse,4,2,2,AUSD,Barry Plant Glenroy,2017653102,11897,Barry Plant Glenroy,https://www.domain.com.au/real-estate-agencies/barryplantglenroy-11897,https://www.domain.com.au/1a-valencia-street-glenroy-vic-3046-2017653102,960000,,NN-5018-GK,https://www.domain.com.au/property-profile/1a-valencia-street-glenroy-vic-3046,254,https://bucket-api.domain.com.au/v1/bucket/image/2017653102_1_1_220310_012518-w1587-h1224,Moreland (C),Moreland (C),11,3579,Gannawarra Shire Council,57201,Northern Victoria,4,36
75,Marigold,Cr,Gowanbrae,3043,Vic,{'latitude':,-37.6990898,'longitude':,144.9000661,House,3,2,3,AUHB,Totally Real Estate Pty Ltd,2017642094,30495,Totally Real Estate Pty Ltd,https://www.domain.com.au/real-estate-agencies/totallyrealestateptyltd-30495,https://www.domain.com.au/75-marigold-crescent-gowanbrae-vic-3043-2017642094,870000,,HN-1719-WQ,https://www.domain.com.au/property-profile/75-marigold-crescent-gowanbrae-vic-3043,503,https://bucket-api.domain.com.au/v1/bucket/image/2017642094_3_1_220306_053612-w1920-h1279,Hume (C),Hume (C),10,3435,Macedon Ranges Shire Council,56601,Northern Victoria,4,71
20,Brinawa,Dr,Greensborough,3088,Vic,{'latitude':,-37.6895519,'longitude':,145.0935567,House,3,2,2,AUSD,Buckingham & Company,2017649284,12165,Buckingham & Company,https://www.domain.com.au/real-estate-agencies/buckinghamcompany-12165,https://www.domain.com.au/20-brinawa-drive-greensborough-vic-3088-2017649284,955000,,EH-4540-ZC,https://www.domain.com.au/property-profile/20-brinawa-drive-greensborough-vic-3088,675,https://bucket-api.domain.com.au/v1/bucket/image/2017649284_1_1_220309_063658-w1000-h667,Banyule (C),Banyule (C),15,3960,South Gippsland Shire Council,53801,Eastern Victoria,2,14
4,Hart,Av,Greensborough,3088,Vic,{'latitude':,-37.7094135,'longitude':,145.1059996,House,3,1,0,AUSD,Jellis Craig Greensborough,2017651294,30457,Jellis Craig Greensborough,https://www.domain.com.au/real-estate-agencies/jelliscraiggreensborough-30457,https://www.domain.com.au/4-hart-avenue-greensborough-vic-3088-2017651294,972000,,BO-1045-JK,https://www.domain.com.au/property-profile/4-hart-avenue-greensborough-vic-3088,623,https://bucket-api.domain.com.au/v1/bucket/image/2017651294_1_1_220309_061454-w1600-h1067,Banyule (C),Banyule (C),15,3204,Glen Eira City Council,54603,Southern Metropolitan,6,7504
9,London,Ct,Greensborough,3088,Vic,{'latitude':,-37.71838,'longitude':,145.102695,House,5,3,3,AUSD,Barry Plant Bundoora,2017651257,4902,Barry Plant Bundoora,https://www.domain.com.au/real-estate-agencies/barryplantbundoora-4902,https://www.domain.com.au/9-london-court-greensborough-vic-3088-2017651257,1221000,,WA-9383-CU,https://www.domain.com.au/property-profile/9-london-court-greensborough-vic-3088,494,https://bucket-api.domain.com.au/v1/bucket/image/2017651257_1_1_220309_061023-w1920-h1280,Banyule (C),Banyule (C),15,3165,Glen Eira City Council,54603,Southern Metropolitan,6,9806
26,Patrick,Cl,Greensborough,3088,Vic,{'latitude':,-37.6846842,'longitude':,145.1310954,House,4,3,2,AUSD,Barry Plant Diamond Creek,2017647639,4729,Barry Plant Diamond Creek,https://www.domain.com.au/real-estate-agencies/barryplantdiamondcreek-4729,https://www.domain.com.au/26-patrick-close-greensborough-vic-3088-2017647639,1392000,,BB-5712-IK,0,0,0,Banyule (C),Banyule (C),15,3165,Glen Eira City Council,54603,South-Eastern Metropolitan,5,1935
8,Sainsbury,Av,Greensborough,3088,Vic,{'latitude':,-37.7157599,'longitude':,145.0986845,House,3,2,4,AUSD,Barry Plant Bundoora,2017646921,4902,Barry Plant Bundoora,https://www.domain.com.au/real-estate-agencies/barryplantbundoora-4902,https://www.domain.com.au/8-sainsbury-avenue-greensborough-vic-3088-2017646921,1020000,,VG-6938-NV,https://www.domain.com.au/property-profile/8-sainsbury-avenue-greensborough-vic-3088,760,https://bucket-api.domain.com.au/v1/bucket/image/2017646921_1_1_220308_043102-w1920-h1279,Banyule (C),Banyule (C),15,3235,Surf Coast Shire Council,50102,Western Victoria,8,8
16,Tindal,Ct,Greensborough,3088,Vic,{'latitude':,-37.6867408,'longitude':,145.1071308,House,5,2,2,AUSD,Morrison Kleeman E A,2017663692,4241,Morrison Kleeman Estate Agents,https://www.domain.com.au/real-estate-agencies/morrisonkleemanestateagents-4241,https://www.domain.com.au/16-tindal-court-greensborough-vic-3088-2017663692,1320000,,RK-9386-NG,https://www.domain.com.au/property-profile/16-tindal-court-greensborough-vic-3088,744,https://bucket-api.domain.com.au/v1/bucket/image/2017663692_1_1_220315_045343-w1600-h1067,Banyule (C),Banyule (C),15,3342,Moorabool Shire Council,50401,Western Victoria,8,73
3,Viewgrand,Wy,Greensborough,3088,Vic,{'latitude':,-37.6850722,'longitude':,145.121832,House,4,3,3,AUSD,Barry Plant Bundoora,2017651943,4902,Barry Plant Bundoora,https://www.domain.com.au/real-estate-agencies/barryplantbundoora-4902,https://www.domain.com.au/3-viewgrand-way-greensborough-vic-3088-2017651943,2685000,,BY-4805-EP,https://www.domain.com.au/property-profile/3-viewgrand-way-greensborough-vic-3088,885,https://bucket-api.domain.com.au/v1/bucket/image/2017651943_1_1_220309_100018-w1500-h1000,Banyule (C),Banyule (C),15,3518,Loddon Shire Council,56505,Western Victoria,8,15
52,Blossom,Dr,Greenvale,3059,Vic,{'latitude':,-37.6257728,'longitude':,144.877699,House,3,2,2,AUSD,Jason Real Estate Sales PTY LTD,2017642017,6638,Jason Real Estate Sales PTY LTD,https://www.domain.com.au/real-estate-agencies/jasonrealestatesalesptyltd-6638,https://www.domain.com.au/52-blossom-drive-greenvale-vic-3059-2017642017,701000,,CA-9003-HY,https://www.domain.com.au/property-profile/52-blossom-drive-greenvale-vic-3059,414,https://bucket-api.domain.com.au/v1/bucket/image/2017642017_1_1_220306_014020-w1800-h1200,Hume (C),Hume (C),10,3351,Golden Plains Shire Council,50501,Western Victoria,8,94
11,Dorset,Dr,Greenvale,3059,Vic,{'latitude':,-37.6599071,'longitude':,144.9049409,House,5,3,4,AUSD,RW Gladstone Park,2017659512,31262,Ray White Gladstone Park,https://www.domain.com.au/real-estate-agencies/raywhitegladstonepark-31262,https://www.domain.com.au/11-dorset-drive-greenvale-vic-3059-2017659512,1155000,,JO-8194-UE,https://www.domain.com.au/property-profile/11-dorset-drive-greenvale-vic-3059,837,https://bucket-api.domain.com.au/v1/bucket/image/2017659512_1_1_220313_110923-w1920-h1280,Hume (C),Hume (C),10,3691,Towong Shire Council,53201,Northern Victoria,4,23
62,Greenvale Gardens,Bvd,Greenvale,3059,Vic,{'latitude':,-37.6218354,'longitude':,144.8771231,House,4,2,2,AUSD,Jason Real Estate Sales PTY LTD,2017624842,6638,Jason Real Estate Sales PTY LTD,https://www.domain.com.au/real-estate-agencies/jasonrealestatesalesptyltd-6638,https://www.domain.com.au/62-greenvale-gardens-blvd-greenvale-vic-3059-2017624842,1260000,,LI-4177-NW,https://www.domain.com.au/property-profile/62-greenvale-gardens-boulevard-greenvale-vic-3059,448,https://bucket-api.domain.com.au/v1/bucket/image/2017624842_1_1_220226_113425-w1800-h1200,Hume (C),Hume (C),10,3531,Buloke Shire Council,57102,Northern Victoria,4,100
3,Maton,St,Greenvale,3059,Vic,{'latitude':,-37.6295525,'longitude':,144.8841289,House,4,4,2,AUSP,Barry Plant Gladstone Park,2017644422,17270,Barry Plant Gladstone Park,https://www.domain.com.au/real-estate-agencies/barryplantgladstonepark-17270,https://www.domain.com.au/3-maton-street-greenvale-vic-3059-2017644422,1700000,,QU-9220-OY,https://www.domain.com.au/property-profile/3-maton-street-greenvale-vic-3059,521,https://bucket-api.domain.com.au/v1/bucket/image/2017644422_1_1_220307_060037-w3840-h2615,Hume (C),Hume (C),10,3323,Corangamite Shire Council,51603,Western Victoria,8,24
35,Saffron,St,Greenvale,3059,Vic,{'latitude':,-37.6330927,'longitude':,144.8772725,House,3,3,3,AUSD,Jason Real Estate Sales PTY LTD,2017642016,6638,Jason Real Estate Sales PTY LTD,https://www.domain.com.au/real-estate-agencies/jasonrealestatesalesptyltd-6638,https://www.domain.com.au/35-saffron-street-greenvale-vic-3059-2017642016,1125000,,RH-7276-RV,https://www.domain.com.au/property-profile/35-saffron-street-greenvale-vic-3059,372,https://bucket-api.domain.com.au/v1/bucket/image/2017642016_1_1_220306_013825-w1800-h1200,Hume (C),Hume (C),10,3953,South Gippsland Shire Council,53803,Eastern Victoria,2,73
17,Highfield,Dr,Grovedale,3216,Vic,{'latitude':,-38.2092676,'longitude':,144.3314084,House,3,1,1,AUSD,Whitford,2017648414,17234,Whitford,https://www.domain.com.au/real-estate-agencies/whitford-17234,https://www.domain.com.au/17-highfield-drive-grovedale-vic-3216-2017648414,637000,,FT-8868-JL,https://www.domain.com.au/property-profile/17-highfield-drive-grovedale-vic-3216,619,https://bucket-api.domain.com.au/v1/bucket/image/2017648414_1_1_220308_102522-w2100-h1400,Greater Geelong (C),Greater Geelong (C),33,3806,Casey City Council,54402,Eastern Victoria,2,7247
10,Dickinson,St,Hadfield,3046,Vic,{'latitude':,-37.7136062,'longitude':,144.9439553,House,4,1,3,AUSD,S&L Glenroy,2017649011,4131,Stockdale & Leggo Glenroy,https://www.domain.com.au/real-estate-agencies/stockdaleleggoglenroy-4131,https://www.domain.com.au/10-dickinson-street-hadfield-vic-3046-2017649011,905000,,NL-3607-CV,https://www.domain.com.au/property-profile/10-dickinson-street-hadfield-vic-3046,587,https://bucket-api.domain.com.au/v1/bucket/image/2017649011_1_1_220309_124013-w1200-h800,Moreland (C),Moreland (C),11,3806,Casey City Council,54402,South-Eastern Metropolitan,5,2124
94,West,St,Hadfield,3046,Vic,{'latitude':,-37.7097855,'longitude':,144.9381918,Townhouse,3,2,1,AUVB,Brad Teal Woodards Essendon,2017643729,2743,Brad Teal Woodards Essendon,https://www.domain.com.au/real-estate-agencies/bradtealwoodardsessendon-2743,https://www.domain.com.au/1-94-west-street-hadfield-vic-3046-2017643729,690000,1,CR-5969-CO,https://www.domain.com.au/property-profile/94-west-street-hadfield-vic-3046,620,https://bucket-api.domain.com.au/v1/bucket/image/w1322-h744-10878671_1_pi_161005_031038,Moreland (C),Moreland (C),11,3806,Casey City Council,54402,South-Eastern Metropolitan,5,8437
19,Barunah,St,Hadfield,,,,,,,House,3,,,PTSD,S&L Glenroy,0,0,,,https://www.domain.com.au/property-profile/19-barunah-street-hadfield-vic-3046,905000,,PI-2939-TR,https://www.domain.com.au/property-profile/22-na-botto-court-morphettville-sa-5043,0,0,,,,3806,Casey City Council,54406,South-Eastern Metropolitan,5,6
260,Church,St,Hamlyn Heights,3215,Vic,{'latitude':,-38.1293799,'longitude':,144.330085,House,3,1,5,AUSD,BP Geelong,2017653082,5005,Barry Plant - Geelong,https://www.domain.com.au/real-estate-agencies/barryplantgeelong-5005,https://www.domain.com.au/260-church-street-hamlyn-heights-vic-3215-2017653082,667000,,TZ-4005-CH,https://www.domain.com.au/property-profile/260-church-street-hamlyn-heights-vic-3215,497,https://bucket-api.domain.com.au/v1/bucket/image/2017653082_1_1_220310_012111-w1920-h1280,Greater Geelong (C),Greater Geelong (C),33,3304,Moyne Shire Council,51801,Western Victoria,8,52
4,Highview,Pde,Hamlyn Heights,3215,Vic,{'latitude':,-38.1278555,'longitude':,144.3214617,House,3,1,1,AUSD,BP Real Estate Highton,2017645787,6500,Barry Plant Highton,https://www.domain.com.au/real-estate-agencies/barryplanthighton-6500,https://www.domain.com.au/4-highview-parade-hamlyn-heights-vic-3215-2017645787,750000,,SR-8351-KK,https://www.domain.com.au/property-profile/4-highview-parade-hamlyn-heights-vic-3215,588,https://bucket-api.domain.com.au/v1/bucket/image/2017645787_1_1_220308_010108-w2048-h1365,Greater Geelong (C),Greater Geelong (C),33,3472,Central Goldfields Shire Council,56301,Western Victoria,8,66
29,Crisp,St,Hampton,3188,Vic,{'latitude':,-37.9409708,'longitude':,145.0056622,House,4,3,2,AUSD,Belle Property Sandringham,2017650611,3720,Belle Property Sandringham,https://www.domain.com.au/real-estate-agencies/bellepropertysandringham-3720,https://www.domain.com.au/1-29-crisp-street-hampton-vic-3188-2017650611,2355000,1,ZE-3346-JD,https://www.domain.com.au/property-profile/29-crisp-street-hampton-vic-3188,282,https://bucket-api.domain.com.au/v1/bucket/image/w800-h533-2009413292_1_pi_150306_082139,Bayside (C),Bayside (C),30,3888,East Gippsland Shire Council,53601,Eastern Victoria,2,37
515b,Hampton,St,Hampton,3188,Vic,{'latitude':,-37.9320007,'longitude':,145.0032648,Unit,2,1,0,PTSD,Buxton Sandringham,2017382749,3935,Buxton Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/buxtonrealestatesandringham-3935,https://www.domain.com.au/515b-hampton-street-hampton-vic-3188-2017382749,680000,,GL-3057-LE,https://www.domain.com.au/property-profile/515b-sydney-road-brunswick-vic-3056,362,0,Bayside (C),Bayside (C),30,3888,East Gippsland Shire Council,53601,Eastern Victoria,2,7
14,Cooke,Av,Hampton East,3188,Vic,{'latitude':,-37.9416615,'longitude':,145.0250373,House,3,1,1,AUVB,Buxton Hampton East,2017639453,3938,Buxton Hampton East,https://www.domain.com.au/real-estate-agencies/buxtonhamptoneast-3938,https://www.domain.com.au/14-cooke-avenue-hampton-east-vic-3188-2017639453,900000,,VC-8349-HF,https://www.domain.com.au/property-profile/14-cooke-avenue-hampton-east-vic-3188,613,https://bucket-api.domain.com.au/v1/bucket/image/2017639453_1_1_220304_012406-w1600-h1067,Bayside (C),Bayside (C),30,3691,Towong Shire Council,53201,Northern Victoria,4,219
33,Keith,St,Hampton East,3188,Vic,{'latitude':,-37.937704,'longitude':,145.0303689,House,3,1,3,AUSD,Buxton Sandringham,2017646033,3935,Buxton Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/buxtonrealestatesandringham-3935,https://www.domain.com.au/33-keith-street-hampton-east-vic-3188-2017646033,1520000,,YX-6524-ZZ,https://www.domain.com.au/property-profile/33-keith-street-hampton-east-vic-3188,617,https://bucket-api.domain.com.au/v1/bucket/image/2017646033_1_1_220308_014619-w1600-h1067,Bayside (C),Bayside (C),30,3472,Central Goldfields Shire Council,56301,Western Victoria,8,49
60,Spring,Rd,Hampton East,3188,Vic,{'latitude':,-37.9414782,'longitude':,145.0337059,House,4,2,2,AUSP,Buxton Hampton East,2017646211,3938,Buxton Hampton East,https://www.domain.com.au/real-estate-agencies/buxtonhamptoneast-3938,https://www.domain.com.au/60-spring-road-hampton-east-vic-3188-2017646211,2300000,,UM-0193-UR,https://www.domain.com.au/property-profile/60-spring-road-hampton-east-vic-3188,597,https://bucket-api.domain.com.au/v1/bucket/image/2017646211_1_1_220308_022009-w1600-h1067,Bayside (C),Bayside (C),30,3395,Yarriambiack Shire Council,57602,Northern Victoria,4,210
13,Creswick,St,Hawthorn,3122,Vic,{'latitude':,-37.8175359,'longitude':,145.0163383,Unit,8,4,4,AUVB,Marshall White Balwyn,2017664272,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/1-4-13-creswick-street-hawthorn-vic-3122-2017664272,3900000,4-Jan,QV-8599-TU,0,0,0,Boroondara (C),Boroondara (C),17,3395,Yarriambiack Shire Council,57603,Western Victoria,8,10
62,Elgin,St,Hawthorn,3122,Vic,{'latitude':,-37.8182164,'longitude':,145.0253745,House,3,1,0,AUSD,Jellis Craig Brunswick,2017643466,6216,Jellis Craig - Brunswick,https://www.domain.com.au/real-estate-agencies/jelliscraigbrunswick-6216,https://www.domain.com.au/62-elgin-street-hawthorn-vic-3122-2017643466,2775000,,OW-8835-XB,https://www.domain.com.au/property-profile/62-elgin-street-hawthorn-vic-3122,410,https://bucket-api.domain.com.au/v1/bucket/image/2017643466_1_1_220307_031125-w1600-h1067,Boroondara (C),Boroondara (C),17,3590,Swan Hill Rural City Council,57001,Northern Victoria,4,120
27,Elphin,Gr,Hawthorn,3122,Vic,{'latitude':,-37.8181812,'longitude':,145.0423397,Unit,2,1,1,AUSD,Jellis Craig - Boroondara,2017647377,6525, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,https://www.domain.com.au/1-27-elphin-grove-hawthorn-vic-3122-2017647377,1350000,1,CV-4641-YM,https://www.domain.com.au/property-profile/27-elphin-grove-hawthorn-vic-3122,853,0,Boroondara (C),Boroondara (C),17,3753,Mitchell Shire Council,52803,Northern Victoria,4,1180
23,Glen,St,Hawthorn,3122,Vic,{'latitude':,-37.8311365,'longitude':,145.0354928,Unit,2,1,1,AUHB,Shelter Real Estate,2017651072,33086,Shelter Real Estate,https://www.domain.com.au/real-estate-agencies/shelterrealestate-33086,https://www.domain.com.au/2-23-glen-street-hawthorn-vic-3122-2017651072,580000,2,AA-7323-LW,https://www.domain.com.au/property-profile/23-glen-street-hawthorn-vic-3122,1100,0,Boroondara (C),Boroondara (C),17,3753,Whittlesea City Council,56001,Northern Victoria,4,143
21,Lorienne,St,Heathmont,3135,Vic,{'latitude':,-37.8282598,'longitude':,145.2309086,House,4,2,2,AUSD,Jellis Craig Whitehorse,2017649554,20157,Jellis Craig Whitehorse,https://www.domain.com.au/real-estate-agencies/jelliscraigwhitehorse-20157,https://www.domain.com.au/21-lorienne-street-heathmont-vic-3135-2017649554,1040000,,KM-6712-WQ,https://www.domain.com.au/property-profile/21-lorienne-street-heathmont-vic-3135,778,https://bucket-api.domain.com.au/v1/bucket/image/2017649554_1_1_220309_021219-w1600-h1067,Maroondah (C),Maroondah (C),21,3490,Mildura Rural City Council,56901,Northern Victoria,4,1
14,St James,Rd,Heidelberg,3084,Vic,{'latitude':,-37.7468978,'longitude':,145.0606432,House,2,1,1,AUSP,Miles Real Estate Ivanhoe,2017653893,6011,Miles Real Estate Ivanhoe,https://www.domain.com.au/real-estate-agencies/milesrealestateivanhoe-6011,https://www.domain.com.au/14-st-james-road-heidelberg-vic-3084-2017653893,1410000,,NZ-1341-DS,https://www.domain.com.au/property-profile/14-st-james-road-heidelberg-vic-3084,697,https://bucket-api.domain.com.au/v1/bucket/image/2017653893_1_1_220310_033514-w1600-h1067,Banyule (C),Banyule (C),15,3231,Surf Coast Shire Council,50102,Western Victoria,8,16
227,Waiora,Rd,Heidelberg Heights,3081,Vic,{'latitude':,-37.7301768,'longitude':,145.0604789,Townhouse,2,2,1,AUSP,Fletchers Banyule Pty Ltd,2017644062,34774,FLETCHERS BANYULE PTY LTD,https://www.domain.com.au/real-estate-agencies/fletchersbanyuleptyltd-34774,https://www.domain.com.au/2-227-waiora-road-heidelberg-heights-vic-3081-2017644062,710000,2,LC-7528-GI,https://www.domain.com.au/property-profile/227-waiora-road-heidelberg-heights-vic-3081,1323,0,Banyule (C),Banyule (C),15,3555,Greater Bendigo City Council,50202,Northern Victoria,4,76
33,Timor,Pde,Heidelberg West,3081,Vic,{'latitude':,-37.7377405,'longitude':,145.0462153,House,3,1,2,AUSD,Morrison Kleeman E A,2017663516,4241,Morrison Kleeman Estate Agents,https://www.domain.com.au/real-estate-agencies/morrisonkleemanestateagents-4241,https://www.domain.com.au/33-timor-parade-heidelberg-west-vic-3081-2017663516,973000,,OG-9502-HR,https://www.domain.com.au/property-profile/33-timor-parade-heidelberg-west-vic-3081,681,https://bucket-api.domain.com.au/v1/bucket/image/2017663516_1_1_220315_043330-w1600-h1067,Banyule (C),Banyule (C),15,3555,Greater Bendigo City Council,50202,Northern Victoria,4,31
17,Desmond,Av,Highett,3190,Vic,{'latitude':,-37.9538756,'longitude':,145.0375531,House,3,1,2,AUSP,BP Bayside,2017647501,16215,Barry Plant Bayside,https://www.domain.com.au/real-estate-agencies/barryplantbayside-16215,https://www.domain.com.au/17-desmond-avenue-highett-vic-3190-2017647501,1525000,,QA-4928-OL,https://www.domain.com.au/property-profile/17-desmond-avenue-highett-vic-3190,604,https://bucket-api.domain.com.au/v1/bucket/image/2017647501_1_1_220308_060020-w2000-h1333,Bayside (C),Bayside (C),30,3799,Yarra Ranges Shire Council,56206,Northern Victoria,4,37
214,Highett,Rd,Highett,3190,Vic,{'latitude':,-37.9479812,'longitude':,145.034098,House,4,3,2,AUSP,Buxton Hampton East,2017656173,3938,Buxton Hampton East,https://www.domain.com.au/real-estate-agencies/buxtonhamptoneast-3938,https://www.domain.com.au/214-highett-road-highett-vic-3190-2017656173,1380000,,RH-0885-BF,https://www.domain.com.au/property-profile/214-highett-road-highett-vic-3190,697,https://bucket-api.domain.com.au/v1/bucket/image/2017137658_1_1_210715_064642-w1619-h1080,Bayside (C),Bayside (C),30,3707,Towong Shire Council,53201,Northern Victoria,4,20
533,Highett,Rd,Highett,3190,Vic,{'latitude':,-37.9487828,'longitude':,145.0435717,Townhouse,2,1,1,AUVB,Buxton Stonnington,2017643241,122,Buxton Stonnington,https://www.domain.com.au/real-estate-agencies/buxtonstonnington-122,https://www.domain.com.au/4-533-highett-road-highett-vic-3190-2017643241,550000,4,DQ-6635-BU,0,0,0,Bayside (C),Bayside (C),30,3533,Buloke Shire Council,57102,Northern Victoria,4,6
66,Rowans,Rd,Highett,3190,Vic,{'latitude':,-37.9481756,'longitude':,145.0513938,House,3,2,2,AUSA,Buxton Hampton East,2017646067,3938,Buxton Hampton East,https://www.domain.com.au/real-estate-agencies/buxtonhamptoneast-3938,https://www.domain.com.au/66-rowans-road-highett-vic-3190-2017646067,1337500,,VU-3445-BG,https://www.domain.com.au/property-profile/66-rowans-road-highett-vic-3190,608,https://bucket-api.domain.com.au/v1/bucket/image/2017646067_1_1_220308_015219-w1600-h1067,Bayside (C),Bayside (C),30,3896,East Gippsland Shire Council,53601,Eastern Victoria,2,22
