Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Dromana,3936,-38.3352183,144.9942305,12437,1100000.0,57.0,5450000.0,73000.0,940000.0,88.0,6000000.0,92000.0,18.0,13.0,,28.0,474.0,28.0,1200.0,295.0
Drouin,3818,-38.1155251,145.8690603,12477,645000.0,87.0,1800000.0,279000.0,663000.0,171.0,1850000.0,74000.0,2.0,,,35.0,410.0,49.0,550.0,310.0
Drouin East,3818,-38.1155251,145.8690603,12497,,1.0,525000.0,525000.0,,1.0,500000.0,500000.0,,,,,,,,
Drouin South,3818,-38.1155251,145.8690603,12507,,1.0,812000.0,812000.0,,1.0,780000.0,780000.0,,,,,,,,
Drouin West,3818,-38.1155251,145.8690603,12517,,,,,,1.0,599000.0,599000.0,,,,,,,,
Drumcondra,3215,-38.1083132,144.3357845,12557,,4.0,2250000.0,1700000.0,,3.0,1680000.0,789000.0,2.0,1.0,,,,2.0,430.0,420.0
Drummond,3461,-37.286475,144.1938221,12587,,2.0,630000.0,480000.0,,3.0,1005000.0,450000.0,,,,,,,,
Drummond North,3446,-37.1840298,144.3576473,12597,,1.0,1350000.0,1350000.0,,1.0,1250000.0,1250000.0,,,,,,,,
Dry Diggings,3461,-37.286475,144.1938221,12647,,1.0,895000.0,895000.0,,1.0,815000.0,815000.0,,,,,,,,
Drysdale,3222,-38.2049453,144.5875645,12657,900000.0,24.0,2120000.0,475000.0,812000.0,45.0,3500000.0,145000.0,,,,30.0,420.0,11.0,730.0,360.0
Dumbalk,3956,-38.675332,145.8690603,12727,,1.0,625000.0,625000.0,,4.0,975000.0,438000.0,,,,,,,,
Dunkeld,3294,-37.6658132,142.318772,12797,,3.0,620000.0,420000.0,,7.0,1900000.0,420000.0,,,,,,4.0,475.0,280.0
Dunluce,3472,-36.8747643,143.6068646,12807,,,,,,1.0,685000.0,685000.0,,,,,,,,
Dunolly,3472,-36.8747643,143.6068646,12857,,4.0,550000.0,320000.0,,6.0,990000.0,180000.0,,,,,,,,
Durham Lead,3352,-37.7122033,143.8671868,12887,,3.0,1550000.0,1155000.0,,3.0,1400000.0,995000.0,,,,,,,,
Durham Ox,3576,-36.1415403,143.9324048,12907,,2.0,455000.0,277000.0,,2.0,459000.0,279000.0,,,,,,,,
Dutson Downs,3851,-38.2064012,147.1464245,12937,,,,,,1.0,699000.0,699000.0,,,,,,,,
Dutton Way,3305,-38.290126,141.4706543,12947,,1.0,525000.0,525000.0,,2.0,600000.0,485000.0,,,,,,,,
Eagle Point,3878,-37.9067566,147.6779106,12987,450000.0,14.0,1300000.0,325000.0,634000.0,20.0,1350000.0,300000.0,,,,,,3.0,470.0,415.0
Eaglehawk,3556,-36.6478425,144.1938221,13007,458000.0,36.0,1300000.0,350000.0,468000.0,59.0,1500000.0,270000.0,1.0,,,44.0,400.0,21.0,495.0,270.0
Eaglemont,3084,-37.7436031,145.0769045,13037,2668000.0,20.0,9400000.0,1390000.0,2300000.0,24.0,3800000.0,1100000.0,14.0,11.0,,41.0,490.0,17.0,1050.0,104.0
East Bairnsdale,3875,-37.6874281,147.5532762,13067,,8.0,775000.0,220000.0,375000.0,15.0,1075000.0,229000.0,,,,,,3.0,420.0,300.0
East Bendigo,3550,-36.7665875,144.2920769,13087,,6.0,680000.0,370000.0,550000.0,14.0,1250000.0,340000.0,,,,,390.0,24.0,670.0,190.0
East Geelong,3219,-38.176358,144.3849841,13117,953000.0,20.0,1510000.0,655000.0,840000.0,24.0,1339000.0,595000.0,16.0,13.0,,,460.0,45.0,670.0,315.0
East Melbourne,3002,-37.8161444,144.9804594,13127,,4.0,6568000.0,877000.0,3563000.0,12.0,18000000.0,1550000.0,2.0,1.0,,,895.0,27.0,2400.0,330.0
East Warburton,3799,-37.6990844,145.8023118,13167,720000.0,11.0,912000.0,475000.0,750000.0,13.0,1450000.0,490000.0,,,,15.0,,1.0,380.0,380.0
Eastern View,3231,-38.451657,144.0521131,13187,,1.0,4500000.0,4500000.0,,1.0,4000000.0,4000000.0,,,,,,,,
Ebden,3691,-36.2373927,146.9661233,13207,,,,,,1.0,500000.0,500000.0,,,,,,,,
Echuca,3564,-36.1149809,144.6314321,13227,581000.0,75.0,1530000.0,281000.0,550000.0,95.0,1040000.0,38000.0,11.0,9.0,,49.0,410.0,43.0,,165.0
Echuca Village,3564,-36.1149809,144.6314321,13307,,3.0,1700000.0,700000.0,,1.0,,,1.0,1.0,,,,,,
Eden Park,3757,-37.4666309,145.1596592,13387,,2.0,1400000.0,1400000.0,,6.0,1700000.0,1350000.0,,,,,,,,
Edenhope,3318,-37.0613621,141.3050851,13397,,8.0,574000.0,163000.0,235000.0,15.0,579000.0,129000.0,,,,,,2.0,265.0,210.0
Edithvale,3196,-38.048116,145.1210303,13457,1165000.0,17.0,2325000.0,670000.0,1050000.0,34.0,2310000.0,450000.0,14.0,8.0,,62.0,550.0,26.0,750.0,420.0
Eildon,3713,-37.3038068,145.9804173,13477,483000.0,14.0,2125000.0,315000.0,485000.0,21.0,1500000.0,339000.0,,,,,,1.0,380.0,380.0
Eldorado,3746,-36.3225392,146.5280168,13497,,2.0,799000.0,545000.0,,3.0,950000.0,525000.0,,,,,,,,
Elliminyt,3250,-38.3313559,143.5852111,13577,,10.0,950000.0,420000.0,650000.0,24.0,1100000.0,379000.0,1.0,1.0,,,,4.0,485.0,400.0
Elmhurst,3469,-37.1727781,143.2395973,13597,,1.0,432000.0,432000.0,,2.0,415000.0,360000.0,,,,,,,,
Elmore,3558,-36.4802144,144.5875645,13607,,9.0,505000.0,160000.0,350000.0,16.0,500000.0,165000.0,,,,,,1.0,480.0,480.0
Elphinstone,3448,-37.0470063,144.3685809,13617,,4.0,1300000.0,840000.0,,6.0,1700000.0,695000.0,,,,,,,,
Elsternwick,3185,-37.8862009,145.0080039,13627,2488000.0,18.0,4900000.0,1325000.0,1800000.0,37.0,3500000.0,380000.0,19.0,11.0,,,698.0,32.0,1850.0,325.0
Eltham,3095,-37.7049998,145.1706992,13677,1223000.0,79.0,2530000.0,620000.0,1200000.0,102.0,2400000.0,570000.0,46.0,31.0,,31.0,550.0,39.0,800.0,340.0
Eltham North,3095,-37.7049998,145.1706992,13687,1350000.0,18.0,1910000.0,975000.0,1235000.0,28.0,1850000.0,870000.0,7.0,6.0,,23.0,,6.0,800.0,520.0
Elwood,3184,-37.878722,144.9859676,13717,2344000.0,34.0,7250000.0,855000.0,1925000.0,68.0,4800000.0,280000.0,22.0,16.0,,38.0,728.0,68.0,2500.0,250.0
Emerald,3782,-37.9137981,145.4582381,13747,1050000.0,25.0,1610000.0,520000.0,900000.0,41.0,1500000.0,460000.0,,,,28.0,,4.0,540.0,360.0
Endeavour Hills,3802,-37.9780214,145.2590707,13797,812000.0,68.0,1250000.0,85000.0,750000.0,132.0,1600000.0,80000.0,15.0,9.0,,32.0,420.0,82.0,675.0,340.0
Eppalock,3551,-36.8021738,144.4779988,13857,,2.0,1395000.0,850000.0,,1.0,825000.0,825000.0,,,,,,,,
Epping,3076,-37.6341341,145.016269,13867,700000.0,112.0,1330000.0,310000.0,600000.0,185.0,1500000.0,305000.0,82.0,60.0,,78.0,400.0,209.0,1154.0,315.0
Essendon,3040,-37.7493029,144.9006313,13957,1675000.0,78.0,6325000.0,185000.0,1525000.0,127.0,6800000.0,360000.0,76.0,49.0,,53.0,490.0,164.0,1205.0,240.0
Essendon North,3041,-37.7306079,144.9006313,13977,830000.0,11.0,2020000.0,370000.0,1000000.0,17.0,1800000.0,300000.0,9.0,5.0,,,490.0,27.0,750.0,340.0
Essendon West,3040,-37.7493029,144.9006313,13997,,6.0,2449000.0,840000.0,946000.0,16.0,2500000.0,400000.0,9.0,5.0,,,513.0,18.0,750.0,390.0
Eumemmerring,3177,-37.9957951,145.2424941,14007,610000.0,10.0,730000.0,475000.0,580000.0,19.0,870000.0,58000.0,,,,,,8.0,520.0,310.0
Eureka,3350,-37.5691087,143.8563224,14037,,3.0,525000.0,410000.0,,4.0,750000.0,475000.0,,,,,,5.0,380.0,280.0
Evansford,3371,-37.2153546,143.6718623,14107,,1.0,500000.0,500000.0,,1.0,480000.0,480000.0,,,,,,,,
Exford,3338,-37.7810237,144.5437205,14147,,1.0,1500000.0,1500000.0,,1.0,110000.0,110000.0,,,,,,,,
Eynesbury,3338,-37.7810237,144.5437205,14157,700000.0,21.0,960000.0,490000.0,664000.0,44.0,979000.0,289000.0,,,,49.0,455.0,16.0,650.0,375.0
Fairfield,3078,-37.7824868,145.0190242,14197,1839000.0,20.0,2905000.0,940000.0,1480000.0,29.0,2650000.0,299000.0,18.0,14.0,,,570.0,57.0,980.0,58.0
Fairhaven,3231,-38.451657,144.0521131,14207,,7.0,10000000.0,1830000.0,,5.0,10000000.0,1800000.0,1.0,,,,,,,
Faraday,3451,-37.0991896,144.1938221,14267,,1.0,915000.0,915000.0,,1.0,915000.0,915000.0,,,,,,1.0,500.0,500.0
Fawkner,3060,-37.6969273,144.9666905,14297,760000.0,59.0,1900000.0,330000.0,720000.0,90.0,1900000.0,70000.0,48.0,28.0,,52.0,410.0,125.0,600.0,295.0
Fern Hill,3458,-37.459275,144.3685809,14347,,2.0,2550000.0,1625000.0,,2.0,1480000.0,1480000.0,1.0,1.0,,,,,,
Ferntree Gully,3156,-37.9368007,145.3032906,14407,900000.0,117.0,1420000.0,85000.0,785000.0,157.0,9450000.0,470000.0,73.0,49.0,,27.0,450.0,90.0,850.0,340.0
Ferny Creek,3786,-37.8759058,145.3309395,14457,1180000.0,15.0,1915000.0,900000.0,1125000.0,20.0,3242000.0,790000.0,,,,22.0,,2.0,1100.0,650.0
Fingal,3939,-38.4218526,144.8951287,14477,,7.0,3315000.0,1475000.0,1950000.0,16.0,2800000.0,1380000.0,2.0,2.0,,,,2.0,830.0,800.0
Fish Creek,3959,-38.760009,146.0696009,14487,,3.0,780000.0,585000.0,,5.0,1700000.0,445000.0,,,,,,1.0,380.0,380.0
Fitzroy,3065,-37.7974551,144.9804594,14527,1400000.0,35.0,4810000.0,950000.0,1263000.0,51.0,4600000.0,499000.0,35.0,23.0,,13.0,653.0,80.0,2500.0,300.0
Fitzroy North,3068,-37.7885749,144.9887218,14567,1490000.0,42.0,4400000.0,755000.0,1425000.0,56.0,3000000.0,395000.0,39.0,27.0,,60.0,700.0,125.0,1400.0,300.0
Flemington,3031,-37.790896,144.9198932,14617,1160000.0,13.0,2900000.0,580000.0,1100000.0,19.0,5500000.0,379000.0,10.0,7.0,,,550.0,72.0,900.0,265.0
Flinders,3929,-38.4574538,144.9721978,14637,,4.0,7635000.0,2470000.0,,9.0,28429000.0,2990000.0,5.0,4.0,,,,3.0,1500.0,895.0
Flowerdale,3717,-37.3030137,145.402868,14677,,7.0,1000000.0,320000.0,,9.0,1050000.0,300000.0,,,,,,,,
Footscray,3011,-37.7960195,144.9006313,14717,1053000.0,52.0,2200000.0,311000.0,860000.0,112.0,2000000.0,155000.0,43.0,29.0,,190.0,460.0,172.0,760.0,150.0
Forest Hill,3131,-37.8239091,145.1762197,14827,1230000.0,39.0,2250000.0,590000.0,1100000.0,69.0,2088000.0,500000.0,28.0,20.0,,39.0,470.0,56.0,850.0,325.0
Forrest,3236,-38.5115754,143.7043819,14847,,2.0,1760000.0,625000.0,,3.0,750000.0,625000.0,,,,,,,,
Foster,3960,-38.9962856,146.3376699,14857,,8.0,835000.0,265000.0,555000.0,20.0,1150000.0,265000.0,,,,,,6.0,450.0,260.0
Foster North,3960,-38.9962856,146.3376699,14867,,,,,,1.0,1600000.0,1600000.0,,,,,,,,
Frankston,3199,-38.1645944,145.1486206,14947,786000.0,191.0,3725000.0,300000.0,700000.0,294.0,3700000.0,91000.0,55.0,37.0,,29.0,450.0,229.0,1150.0,155.0
Frankston North,3200,-38.1250223,145.162419,15007,613000.0,40.0,730000.0,435000.0,550000.0,54.0,700000.0,430000.0,18.0,14.0,,30.0,380.0,43.0,450.0,260.0
Frankston South,3199,-38.1645944,145.1486206,15027,1335000.0,83.0,6500000.0,685000.0,1153000.0,130.0,15000000.0,600000.0,13.0,11.0,,26.0,550.0,53.0,1950.0,300.0
Freeburgh,3741,-36.882628,147.0562333,15037,,2.0,1005000.0,680000.0,,2.0,990000.0,739000.0,,,,,,,,
Freshwater Creek,3217,-38.2617284,144.3248554,104287,,,,,,3.0,4200000.0,3200000.0,1.0,,,,,,,
Fyans Creek,3381,-37.1716807,142.5745556,15127,,1.0,786000.0,786000.0,,,,,,,,,,,,
Fyansford,3218,-38.1180538,144.2047333,104297,,8.0,1701000.0,750000.0,790000.0,12.0,1750000.0,605000.0,,,,,,7.0,620.0,480.0
Gardenvale,3185,-37.8862009,145.0080039,15237,,,,,,1.0,3050000.0,3050000.0,,,,,,6.0,1150.0,650.0
Garfield,3814,-38.0999051,145.6800684,15257,800000.0,15.0,1520000.0,475000.0,738000.0,20.0,1750000.0,525000.0,,,,21.0,,8.0,680.0,360.0
Geelong,3220,-38.155681,144.3521811,15337,888000.0,22.0,2000000.0,390000.0,845000.0,47.0,3300000.0,429000.0,19.0,9.0,,54.0,495.0,78.0,800.0,200.0
Geelong West,3218,-38.1180538,144.2047333,15407,960000.0,40.0,1685000.0,320000.0,840000.0,54.0,1580000.0,315000.0,26.0,15.0,,32.0,460.0,107.0,900.0,200.0
Gellibrand,3239,-38.5619202,143.4122052,15447,,1.0,473000.0,473000.0,,,,,,,,,,,,
Gembrook,3783,-37.9524044,145.6023644,15477,890000.0,11.0,1225000.0,535000.0,800000.0,21.0,1250000.0,520000.0,,,,33.0,,5.0,500.0,380.0
Genoa,3891,-37.5126059,149.5642369,15487,,,,,,1.0,450000.0,450000.0,,,,,,,,
Gherang,3240,-38.2482932,144.1283863,15597,,3.0,1950000.0,1370000.0,,6.0,2200000.0,1300000.0,,,,,,1.0,680.0,680.0
Gilderoy,3797,-37.8447909,145.702282,15677,,1.0,797000.0,797000.0,,1.0,770000.0,770000.0,,,,,,,,
Gisborne,3437,-37.5197014,144.5437205,15737,1045000.0,45.0,4905000.0,690000.0,814000.0,144.0,4000000.0,247000.0,9.0,5.0,,43.0,500.0,45.0,740.0,290.0
Gisborne South,3437,-37.5197014,144.5437205,15757,,5.0,2900000.0,1720000.0,,9.0,2900000.0,1500000.0,1.0,,,,,,,
Gladstone Park,3043,-37.7044206,144.8786231,15787,750000.0,41.0,930000.0,580000.0,660000.0,35.0,850000.0,470000.0,29.0,27.0,,16.0,420.0,40.0,490.0,310.0
Gladysdale,3797,-37.8447909,145.702282,15797,,,,,,2.0,2900000.0,1180000.0,,,,,,,,
Glen Huntly,3163,-37.8950779,145.0548502,15877,,5.0,1533000.0,915000.0,,8.0,1550000.0,298000.0,5.0,4.0,,,475.0,15.0,800.0,265.0
Glen Iris,3146,-37.8577136,145.0548502,15907,2550000.0,76.0,4100000.0,885000.0,2000000.0,139.0,3950000.0,270000.0,79.0,53.0,,22.0,700.0,120.0,2100.0,260.0
Glen Waverley,3150,-37.8921876,145.1706992,15957,1538000.0,109.0,4506000.0,575000.0,1500000.0,227.0,6000000.0,64000.0,70.0,43.0,,29.0,560.0,285.0,1500.0,350.0
Glenburn,3717,-37.3030137,145.402868,16047,,1.0,1300000.0,1300000.0,,2.0,1125000.0,1000000.0,,,,,,,,
Glengarry,3854,-38.1223546,146.5840737,16147,,4.0,710000.0,492000.0,,9.0,1800000.0,459000.0,,,,,,4.0,399.0,310.0
Glengarry North,3854,-38.1223546,146.5840737,16157,,2.0,745000.0,730000.0,,2.0,749000.0,749000.0,,,,,,,,
Glengarry West,3854,-38.1223546,146.5840737,16167,,1.0,990000.0,990000.0,,1.0,990000.0,990000.0,,,,,,,,
Glenlogie,3469,-37.1727781,143.2395973,16307,,,,,,1.0,1100000.0,1100000.0,,,,,,,,
Glenorchy,3385,-36.9066682,142.6600232,16387,,1.0,155000.0,155000.0,,1.0,155000.0,155000.0,,,,,,,,
Glenormiston South,3265,-38.2633053,142.7455935,16417,,1.0,258000.0,258000.0,,1.0,210000.0,210000.0,,,,,,,,
Glenrowan,3675,-36.5103613,146.1812023,16437,,7.0,880000.0,430000.0,,7.0,880000.0,397000.0,,,,,,1.0,430.0,430.0
Glenroy,3046,-37.7044261,144.9336544,16477,672000.0,121.0,1690000.0,360000.0,600000.0,211.0,1250000.0,180000.0,103.0,52.0,,34.0,385.0,250.0,1871.0,290.0
Glenthompson,3293,-37.7609742,142.5745556,16487,,2.0,329000.0,192000.0,,5.0,350000.0,175000.0,,,,,,,,
Gnarwarre,3221,-38.1636337,144.1501922,16507,,1.0,2105000.0,2105000.0,,1.0,2000000.0,2000000.0,,,,,,,,
Golden Point,3465,-37.0550295,143.6935405,16577,484000.0,19.0,1000000.0,346000.0,505000.0,30.0,1300000.0,330000.0,1.0,1.0,,44.0,340.0,25.0,450.0,255.0
Golden Square,3555,-36.808032,144.2483931,16637,517000.0,66.0,900000.0,189000.0,500000.0,90.0,1585000.0,110000.0,2.0,,,30.0,400.0,63.0,620.0,220.0
Goldie,3435,-37.2423687,144.7192376,16647,,1.0,1340000.0,1340000.0,,3.0,2000000.0,1290000.0,,,,,,1.0,650.0,650.0
Goomalibee,3673,-36.675664,146.1588712,16687,,1.0,700000.0,700000.0,,,,,,,,,,,,
Gooram,3666,-36.7549385,145.5801757,16717,,1.0,500000.0,500000.0,,1.0,497000.0,497000.0,,,,,,,,
Goornong,3557,-36.6546373,144.5437205,16747,,6.0,1130000.0,370000.0,800000.0,12.0,1100000.0,275000.0,,,,,,,,
Gorae,3305,-38.290126,141.4706543,16767,,,,,,1.0,995000.0,995000.0,,,,,,2.0,550.0,460.0
Gorae West,3305,-38.290126,141.4706543,16777,,1.0,90000.0,90000.0,,,,,,,,,,,,
Gordon,3345,-37.5678296,144.1174856,16797,,4.0,940000.0,788000.0,845000.0,10.0,1250000.0,615000.0,1.0,,,,,1.0,6.0,6.0
Gormandale,3873,-38.3016024,146.6738329,16817,,1.0,475000.0,475000.0,,3.0,770000.0,359000.0,,,,,,,,
Goroke,3412,-36.6744115,141.4939853,16827,,,,,,2.0,250000.0,240000.0,,,,,,,,
Gowanbrae,3043,-37.7044206,144.8786231,16877,961000.0,10.0,1380000.0,692000.0,,16.0,1300000.0,630000.0,12.0,7.0,,,,6.0,600.0,350.0
Great Western,3374,-37.1596728,142.8955875,63837,,2.0,540000.0,255000.0,,2.0,570000.0,530000.0,,,,,,2.0,360.0,330.0
Greendale,3341,-37.5934691,144.3248554,17237,,2.0,935000.0,840000.0,,6.0,2600000.0,848000.0,,,,,,1.0,470.0,470.0
Greenhill,3444,-37.1335012,144.5656396,17247,,,,,,1.0,1200000.0,1200000.0,,,,,,,,
Greensborough,3088,-37.698595,145.1099967,17297,1001000.0,82.0,1810000.0,635000.0,890000.0,117.0,3150000.0,570000.0,59.0,41.0,,38.0,480.0,90.0,1200.0,360.0
Greenvale,3059,-37.6454887,144.8841246,17317,907000.0,87.0,2500000.0,445000.0,780000.0,162.0,2180000.0,300000.0,85.0,48.0,,24.0,460.0,84.0,750.0,320.0
Greta,3675,-36.5103613,146.1812023,17357,,1.0,665000.0,665000.0,,1.0,650000.0,650000.0,,,,,,1.0,470.0,470.0
Grovedale,3216,-38.1747227,144.3139277,17417,703000.0,61.0,2300000.0,493000.0,649000.0,78.0,1950000.0,300000.0,20.0,18.0,,17.0,450.0,68.0,690.0,130.0
Gruyere,3770,-37.7057909,145.4250118,17437,,1.0,2130000.0,2130000.0,,4.0,3300000.0,2050000.0,,,,,,,,
Guildford,3451,-37.0991896,144.1938221,17447,,1.0,1500000.0,1500000.0,,1.0,1450000.0,1450000.0,,,,,,1.0,330.0,330.0
Gunbower,3566,-35.9553896,144.3576473,17457,,1.0,238000.0,238000.0,,3.0,250000.0,149000.0,,,,,,,,
Guys Hill,3807,-38.0347309,145.3862638,17497,,1.0,1770000.0,1770000.0,,5.0,2900000.0,1300000.0,1.0,,,,,,,
Hadfield,3046,-37.7044261,144.9336544,17537,856000.0,22.0,1250000.0,490000.0,725000.0,35.0,985000.0,400000.0,15.0,9.0,,30.0,420.0,55.0,650.0,325.0
Hallam,3803,-38.0069505,145.2756505,17567,701000.0,31.0,2400000.0,530000.0,700000.0,57.0,1550000.0,480000.0,5.0,1.0,,60.0,400.0,27.0,750.0,325.0
Halls Gap,3381,-37.1716807,142.5745556,17587,,6.0,800000.0,471000.0,675000.0,13.0,2750000.0,445000.0,,,,,,2.0,440.0,280.0
Hamilton,3300,-37.783845,142.0003599,17687,391000.0,84.0,1050000.0,70000.0,383000.0,156.0,1250000.0,210000.0,,,,33.0,350.0,46.0,480.0,55.0
Hamlyn Heights,3215,-38.1083132,144.3357845,17727,770000.0,32.0,1330000.0,69000.0,685000.0,45.0,1275000.0,279000.0,21.0,18.0,,29.0,440.0,51.0,595.0,240.0
Hampton,3188,-37.9394031,145.0135139,17737,2430000.0,59.0,7860000.0,770000.0,2325000.0,84.0,8000000.0,340000.0,40.0,24.0,,45.0,950.0,65.0,2500.0,400.0
Hampton East,3188,-37.9394031,145.0135139,17757,1490000.0,19.0,2297000.0,800000.0,1400000.0,25.0,2000000.0,800000.0,19.0,12.0,,40.0,680.0,33.0,1400.0,350.0
Hampton Park,3976,-38.0349647,145.2756505,17807,650000.0,97.0,860000.0,430000.0,620000.0,175.0,1095000.0,60000.0,5.0,2.0,,31.0,380.0,127.0,480.0,325.0
Happy Valley,3360,-37.7370214,143.5202874,17847,,1.0,710000.0,710000.0,,1.0,680000.0,680000.0,,,,,,,,
Harcourt,3453,-36.9265571,144.2374759,17877,,5.0,1500000.0,580000.0,,5.0,850000.0,579000.0,,,,,,3.0,500.0,380.0
Harkaway,3806,-38.0264207,145.3475331,17897,,2.0,2021000.0,935000.0,,6.0,2950000.0,865000.0,,,,,,2.0,600.0,470.0
Harrietville,3741,-36.882628,147.0562333,17917,,2.0,730000.0,620000.0,,4.0,2600000.0,900000.0,,,,,,,,
Harrow,3317,-37.1477475,141.5781151,17947,,,,,,1.0,397000.0,397000.0,,,,,,,,
Harston,3616,-36.4591947,145.2038278,17957,,,,,,1.0,730000.0,730000.0,,,,,,,,
Hastings,3915,-38.3059216,145.1265477,17967,690000.0,51.0,1350000.0,300000.0,670000.0,76.0,1890000.0,375000.0,1.0,,,19.0,490.0,34.0,600.0,155.0
Hawkesdale,3287,-38.0416972,142.2974988,18047,,1.0,385000.0,385000.0,,1.0,385000.0,385000.0,,,,,,,,
Hawthorn,3122,-37.8222114,145.0328017,18087,2430000.0,49.0,7850000.0,460000.0,2500000.0,109.0,38000000.0,410000.0,40.0,26.0,,47.0,600.0,127.0,8000.0,160.0
Hawthorn East,3123,-37.8310813,145.0520938,18117,2130000.0,34.0,8100000.0,330000.0,1650000.0,65.0,7800000.0,345000.0,28.0,18.0,,38.0,650.0,100.0,2750.0,190.0
Hazelwood,3840,-38.2671612,146.4495924,18177,,,,,,1.0,849000.0,849000.0,,,,,,,,
Hazelwood North,3840,-38.2671612,146.4495924,18197,,4.0,1225000.0,380000.0,,8.0,1290000.0,649000.0,,,,,,,,
Hazelwood South,3840,-38.2671612,146.4495924,18217,,2.0,1200000.0,550000.0,,1.0,1250000.0,1250000.0,,,,,,,,
Healesville,3777,-37.5848772,145.5136433,18247,770000.0,39.0,1900000.0,510000.0,750000.0,74.0,2990000.0,360000.0,2.0,,,24.0,,6.0,1200.0,360.0
Heathcote,3523,-36.8919051,144.7412036,18277,620000.0,15.0,866000.0,328000.0,550000.0,44.0,1100000.0,280000.0,,,,64.0,320.0,10.0,450.0,270.0
Heathcote Junction,3758,-37.3787648,145.0383133,18287,,4.0,1075000.0,550000.0,955000.0,10.0,1790000.0,790000.0,,,,,,,,
Heatherton,3202,-37.9529597,145.0879338,18327,1253000.0,12.0,2400000.0,880000.0,1200000.0,11.0,2400000.0,870000.0,,,,,,9.0,670.0,450.0
Heathmont,3135,-37.8218486,145.2535448,18347,1085000.0,45.0,1800000.0,250000.0,985000.0,74.0,1700000.0,500000.0,27.0,24.0,,25.0,450.0,29.0,700.0,360.0
Heidelberg,3084,-37.7436031,145.0769045,18387,1580000.0,18.0,2800000.0,765000.0,1335000.0,31.0,2600000.0,620000.0,14.0,10.0,,39.0,485.0,45.0,1100.0,90.0
Heidelberg Heights,3081,-37.7417753,145.0438252,18397,884000.0,34.0,1250000.0,610000.0,840000.0,46.0,2000000.0,460000.0,19.0,13.0,,28.0,475.0,69.0,810.0,93.0
Heidelberg West,3081,-37.7417753,145.0438252,18427,770000.0,35.0,1350000.0,528000.0,700000.0,46.0,1350000.0,92000.0,23.0,19.0,,32.0,400.0,53.0,590.0,87.0
Hepburn Springs,3461,-37.286475,144.1938221,18507,,8.0,1300000.0,708000.0,869000.0,15.0,1295000.0,200000.0,,,,,,1.0,395.0,395.0
Herne Hill,3218,-38.1180538,144.2047333,18527,730000.0,18.0,1100000.0,293000.0,700000.0,23.0,870000.0,285000.0,13.0,10.0,,,420.0,15.0,770.0,350.0
Hesket,3442,-37.3324774,144.5437205,18557,,3.0,8800000.0,2775000.0,,3.0,6500000.0,3938000.0,1.0,1.0,,,,,,
Heywood,3304,-37.9678788,141.3889736,18617,363000.0,10.0,535000.0,200000.0,310000.0,12.0,850000.0,140000.0,,,,,,,,
High Camp,3764,-37.2531649,144.9171412,18697,,,,,,1.0,2400000.0,2400000.0,,,,,,1.0,440.0,440.0
Highett,3190,-37.9487497,145.0410692,18717,1401000.0,40.0,2925000.0,443000.0,1200000.0,63.0,2350000.0,430000.0,31.0,26.0,,55.0,663.0,60.0,1400.0,360.0
Highton,3216,-38.1747227,144.3139277,18747,875000.0,108.0,2340000.0,420000.0,830000.0,158.0,2200000.0,400000.0,59.0,42.0,,30.0,478.0,120.0,950.0,130.0
Hill End,3825,-38.0474021,146.2929381,18777,,1.0,460000.0,460000.0,,2.0,449000.0,359000.0,,,,,,,,
Hillside,3037,-37.6940036,144.7521888,18837,755000.0,55.0,1450000.0,440000.0,680000.0,76.0,1350000.0,350000.0,37.0,28.0,,25.0,390.0,52.0,550.0,290.0
Hoddles Creek,3139,-37.8251456,145.5579927,18937,,5.0,1480000.0,700000.0,,6.0,1650000.0,600000.0,,,,,,,,
Homerton,3304,-37.9678788,141.3889736,18997,,,,,,1.0,595000.0,595000.0,,,,,,,,
Hopetoun,3396,-35.7360202,142.318772,19037,,2.0,159000.0,65000.0,,4.0,259000.0,145000.0,,,,,,2.0,275.0,235.0
Hoppers Crossing,3029,-37.8282806,144.7082568,19067,609000.0,160.0,1495000.0,390000.0,580000.0,254.0,2500000.0,373000.0,66.0,43.0,,39.0,350.0,310.0,750.0,150.0
Horfield,3567,-35.9048344,144.2374759,19107,,,,,,1.0,150000.0,150000.0,,,,,,,,
Horsham,3400,-36.7204107,142.1806128,19137,387000.0,113.0,1100000.0,150000.0,399000.0,155.0,2950000.0,165000.0,1.0,1.0,,30.0,370.0,79.0,534.0,165.0
Hotham Heights,3741,-36.882628,147.0562333,19167,,2.0,1320000.0,500000.0,,9.0,1900000.0,260000.0,1.0,1.0,,,,,,
Hughesdale,3166,-37.9006677,145.0989646,19257,1559000.0,28.0,2700000.0,715000.0,1250000.0,40.0,2550000.0,600000.0,22.0,14.0,,35.0,530.0,33.0,1500.0,350.0
Humevale,3757,-37.4666309,145.1596592,19287,,1.0,520000.0,520000.0,,2.0,1800000.0,410000.0,,,,,,,,
